,process,product_name,type,unit,value,product_type,carbon_content,data_source,flow_amount,flowxvalue,ghg,bdv,health
1251,"Rest of consumer products, from hips_biogenic_long",rest_of_consumer_products_hips_biogenic_long,PRODUCT,kg,1.0,product,0.923,MK123,0.0,0.0,,,
1252,"Rest of consumer products, from hips_biogenic_long",hips_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.923,MK123,0.0,-0.0,,,
1253,"Rest of consumer products, from hips_biogenic_long",hips_waste_biogenic_long,WASTE,kg,0.9260806921766471,waste,0.923,MK123,0.0,0.0,0.0,0.0,0.0
1254,"Rest of consumer products, from pur_flexible_biogenic_long",rest_of_consumer_products_pur_flexible_biogenic_long,PRODUCT,kg,1.0,product,0.61,MK123,0.0,0.0,,,
1255,"Rest of consumer products, from pur_flexible_biogenic_long",pur_flexible_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.61,MK123,0.0,-0.0,,,
1256,"Rest of consumer products, from pur_flexible_biogenic_long",pur_flexible_waste_biogenic_long,WASTE,kg,0.9260806921766471,waste,0.61,MK123,0.0,0.0,0.0,0.0,0.0
1257,"Rest of consumer products, from pur_rigid_biogenic_long",rest_of_consumer_products_pur_rigid_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1258,"Rest of consumer products, from pur_rigid_biogenic_long",pur_rigid_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1259,"Rest of consumer products, from pur_rigid_biogenic_long",pur_rigid_waste_biogenic_long,WASTE,kg,0.9260806921766471,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1260,"Electrical and electronic, from hdpe_biogenic_long",electrical_and_electronic_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1261,"Electrical and electronic, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1262,"Electrical and electronic, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1263,"Electrical and electronic, from ldpe_biogenic_long",electrical_and_electronic_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1264,"Electrical and electronic, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1265,"Electrical and electronic, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1266,"Electrical and electronic, from pp_biogenic_long",electrical_and_electronic_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1267,"Electrical and electronic, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1268,"Electrical and electronic, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1269,"Electrical and electronic, from gpps_biogenic_long",electrical_and_electronic_gpps_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,2.5013377889780344,2.5013377889780344,,,
1270,"Electrical and electronic, from gpps_biogenic_long",gpps_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,2.5013377889780344,-2.5013377889780344,,,
1271,"Electrical and electronic, from gpps_biogenic_long",gpps_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.857,MK123,2.5013377889780344,2.038148846361288,0.0,0.0,0.0
1272,"Electrical and electronic, from pvc_biogenic_long",electrical_and_electronic_pvc_biogenic_long,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
1273,"Electrical and electronic, from pvc_biogenic_long",pvc_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
1274,"Electrical and electronic, from pvc_biogenic_long",pvc_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
1275,"Electrical and electronic, from hips_biogenic_long",electrical_and_electronic_hips_biogenic_long,PRODUCT,kg,1.0,product,0.923,MK123,0.0,0.0,,,
1276,"Electrical and electronic, from hips_biogenic_long",hips_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.923,MK123,0.0,-0.0,,,
1277,"Electrical and electronic, from hips_biogenic_long",hips_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.923,MK123,0.0,0.0,0.0,0.0,0.0
1278,"Electrical and electronic, from pur_flexible_biogenic_long",electrical_and_electronic_pur_flexible_biogenic_long,PRODUCT,kg,1.0,product,0.61,MK123,0.0,0.0,,,
1279,"Electrical and electronic, from pur_flexible_biogenic_long",pur_flexible_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.61,MK123,0.0,-0.0,,,
1280,"Electrical and electronic, from pur_flexible_biogenic_long",pur_flexible_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.61,MK123,0.0,0.0,0.0,0.0,0.0
1281,"Electrical and electronic, from pur_rigid_biogenic_long",electrical_and_electronic_pur_rigid_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1282,"Electrical and electronic, from pur_rigid_biogenic_long",pur_rigid_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1283,"Electrical and electronic, from pur_rigid_biogenic_long",pur_rigid_waste_biogenic_long,WASTE,kg,0.8148235137782048,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1284,"Mulch films, from ldpe_biogenic_long",mulch_films_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1285,"Mulch films, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1286,"Mulch films, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1287,"Rest of other, from hdpe_biogenic_long",rest_of_other_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1288,"Rest of other, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1289,"Rest of other, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1290,"Rest of other, from ldpe_biogenic_long",rest_of_other_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1291,"Rest of other, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1292,"Rest of other, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1293,"Rest of other, from pp_biogenic_long",rest_of_other_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,19.101904062967694,19.101904062967694,,,
1294,"Rest of other, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,19.101904062967694,-19.101904062967694,,,
1295,"Rest of other, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.857,MK123,19.101904062967694,17.24282526007692,0.0,0.0,0.0
1296,"Rest of other, from gpps_biogenic_long",rest_of_other_gpps_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,3.1270121367213735,3.1270121367213735,,,
1297,"Rest of other, from gpps_biogenic_long",gpps_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,3.1270121367213735,-3.1270121367213735,,,
1298,"Rest of other, from gpps_biogenic_long",gpps_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.857,MK123,3.1270121367213735,2.8226779739804404,0.0,0.0,0.0
1299,"Rest of other, from pvc_biogenic_long",rest_of_other_pvc_biogenic_long,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
1300,"Rest of other, from pvc_biogenic_long",pvc_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
1301,"Rest of other, from pvc_biogenic_long",pvc_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
1302,"Rest of other, from hips_biogenic_long",rest_of_other_hips_biogenic_long,PRODUCT,kg,1.0,product,0.923,MK123,0.0,0.0,,,
1303,"Rest of other, from hips_biogenic_long",hips_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.923,MK123,0.0,-0.0,,,
1304,"Rest of other, from hips_biogenic_long",hips_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.923,MK123,0.0,0.0,0.0,0.0,0.0
1305,"Rest of other, from pur_flexible_biogenic_long",rest_of_other_pur_flexible_biogenic_long,PRODUCT,kg,1.0,product,0.61,MK123,0.0,0.0,,,
1306,"Rest of other, from pur_flexible_biogenic_long",pur_flexible_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.61,MK123,0.0,-0.0,,,
1307,"Rest of other, from pur_flexible_biogenic_long",pur_flexible_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.61,MK123,0.0,0.0,0.0,0.0,0.0
1308,"Rest of other, from pur_rigid_biogenic_long",rest_of_other_pur_rigid_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1309,"Rest of other, from pur_rigid_biogenic_long",pur_rigid_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1310,"Rest of other, from pur_rigid_biogenic_long",pur_rigid_waste_biogenic_long,WASTE,kg,0.9026757334367039,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1311,"Food films, from hdpe_biogenic_long",food_films_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1312,"Food films, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1313,"Food films, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1314,"Food films, from ldpe_biogenic_long",food_films_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1315,"Food films, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1316,"Food films, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1317,"Food films, from pet_biogenic_long",food_films_pet_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1318,"Food films, from pet_biogenic_long",pet_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1319,"Food films, from pet_biogenic_long",pet_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1320,"Food films, from pp_biogenic_long",food_films_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1321,"Food films, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1322,"Food films, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1323,"Food films, from gpps_biogenic_long",food_films_gpps_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1324,"Food films, from gpps_biogenic_long",gpps_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1325,"Food films, from gpps_biogenic_long",gpps_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1326,"Food films, from pvc_biogenic_long",food_films_pvc_biogenic_long,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
1327,"Food films, from pvc_biogenic_long",pvc_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
1328,"Food films, from pvc_biogenic_long",pvc_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
1329,"Non-food films, from hdpe_biogenic_long",non-food_films_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1330,"Non-food films, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1331,"Non-food films, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1332,"Non-food films, from ldpe_biogenic_long",non-food_films_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1333,"Non-food films, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1334,"Non-food films, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1335,"Non-food films, from pet_biogenic_long",non-food_films_pet_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1336,"Non-food films, from pet_biogenic_long",pet_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1337,"Non-food films, from pet_biogenic_long",pet_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1338,"Non-food films, from pp_biogenic_long",non-food_films_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,11.341218530808126,11.341218530808126,,,
1339,"Non-food films, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,11.341218530808126,-11.341218530808126,,,
1340,"Non-food films, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,11.341218530808126,11.341218530808119,0.0,0.0,0.0
1341,"Non-food films, from gpps_biogenic_long",non-food_films_gpps_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1342,"Non-food films, from gpps_biogenic_long",gpps_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1343,"Non-food films, from gpps_biogenic_long",gpps_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1344,"Non-food films, from pvc_biogenic_long",non-food_films_pvc_biogenic_long,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
1345,"Non-food films, from pvc_biogenic_long",pvc_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
1346,"Non-food films, from pvc_biogenic_long",pvc_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
1347,"Consumer non-food bags, from hdpe_biogenic_long",consumer_non-food_bags_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1348,"Consumer non-food bags, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1349,"Consumer non-food bags, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1350,"Consumer non-food bags, from ldpe_biogenic_long",consumer_non-food_bags_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.582687786703584,0.582687786703584,,,
1351,"Consumer non-food bags, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.582687786703584,-0.582687786703584,,,
1352,"Consumer non-food bags, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.582687786703584,0.5826877867035837,0.0,0.0,0.0
1353,"Beverage bottles, from hdpe_biogenic_long",beverage_bottles_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1354,"Beverage bottles, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1355,"Beverage bottles, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1356,"Beverage bottles, from pet_biogenic_long",beverage_bottles_pet_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1357,"Beverage bottles, from pet_biogenic_long",pet_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1358,"Beverage bottles, from pet_biogenic_long",pet_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1359,"Beverage bottles, from pp_biogenic_long",beverage_bottles_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1360,"Beverage bottles, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1361,"Beverage bottles, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1362,"Containers for food, from hdpe_biogenic_long",containers_for_food_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1363,"Containers for food, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1364,"Containers for food, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1365,"Containers for food, from ldpe_biogenic_long",containers_for_food_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0996528430619052,0.0996528430619052,,,
1366,"Containers for food, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0996528430619052,-0.0996528430619052,,,
1367,"Containers for food, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0996528430619052,0.09965284306190512,0.0,0.0,0.0
1368,"Containers for food, from pet_biogenic_long",containers_for_food_pet_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1369,"Containers for food, from pet_biogenic_long",pet_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1370,"Containers for food, from pet_biogenic_long",pet_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1371,"Containers for food, from pp_biogenic_long",containers_for_food_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1372,"Containers for food, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1373,"Containers for food, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1374,"Containers for food, from gpps_biogenic_long",containers_for_food_gpps_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1375,"Containers for food, from gpps_biogenic_long",gpps_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1376,"Containers for food, from gpps_biogenic_long",gpps_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1377,"Containers for food, from pvc_biogenic_long",containers_for_food_pvc_biogenic_long,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
1378,"Containers for food, from pvc_biogenic_long",pvc_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
1379,"Containers for food, from pvc_biogenic_long",pvc_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
1380,"Containers for non-food, from hdpe_biogenic_long",containers_for_non-food_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1381,"Containers for non-food, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1382,"Containers for non-food, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1383,"Containers for non-food, from ldpe_biogenic_long",containers_for_non-food_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0647430874115093,0.0647430874115093,,,
1384,"Containers for non-food, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0647430874115093,-0.0647430874115093,,,
1385,"Containers for non-food, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0647430874115093,0.06474308741150926,0.0,0.0,0.0
1386,"Containers for non-food, from pet_biogenic_long",containers_for_non-food_pet_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1387,"Containers for non-food, from pet_biogenic_long",pet_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1388,"Containers for non-food, from pet_biogenic_long",pet_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1389,"Containers for non-food, from pp_biogenic_long",containers_for_non-food_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1390,"Containers for non-food, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1391,"Containers for non-food, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1392,"Containers for non-food, from gpps_biogenic_long",containers_for_non-food_gpps_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1393,"Containers for non-food, from gpps_biogenic_long",gpps_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1394,"Containers for non-food, from gpps_biogenic_long",gpps_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1395,"Containers for non-food, from pvc_biogenic_long",containers_for_non-food_pvc_biogenic_long,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
1396,"Containers for non-food, from pvc_biogenic_long",pvc_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
1397,"Containers for non-food, from pvc_biogenic_long",pvc_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
1398,"Other food packaging, from hdpe_biogenic_long",other_food_packaging_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1399,"Other food packaging, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1400,"Other food packaging, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1401,"Other food packaging, from ldpe_biogenic_long",other_food_packaging_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1402,"Other food packaging, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1403,"Other food packaging, from ldpe_biogenic_long",ldpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1404,"Other food packaging, from pet_biogenic_long",other_food_packaging_pet_biogenic_long,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
1405,"Other food packaging, from pet_biogenic_long",pet_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
1406,"Other food packaging, from pet_biogenic_long",pet_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
1407,"Other food packaging, from pp_biogenic_long",other_food_packaging_pp_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1408,"Other food packaging, from pp_biogenic_long",pp_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1409,"Other food packaging, from pp_biogenic_long",pp_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1410,"Other food packaging, from gpps_biogenic_long",other_food_packaging_gpps_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
1411,"Other food packaging, from gpps_biogenic_long",gpps_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
1412,"Other food packaging, from gpps_biogenic_long",gpps_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
1413,"Other food packaging, from pvc_biogenic_long",other_food_packaging_pvc_biogenic_long,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
1414,"Other food packaging, from pvc_biogenic_long",pvc_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
1415,"Other food packaging, from pvc_biogenic_long",pvc_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
1416,"Rest of packaging, from hdpe_biogenic_long",rest_of_packaging_hdpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,14.945418367298608,14.945418367298608,,,
1417,"Rest of packaging, from hdpe_biogenic_long",hdpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,14.945418367298608,-14.945418367298608,,,
1418,"Rest of packaging, from hdpe_biogenic_long",hdpe_waste_biogenic_long,WASTE,kg,0.9999999999999993,waste,0.857,MK123,14.945418367298608,14.945418367298597,0.0,0.0,0.0
1419,"Rest of packaging, from ldpe_biogenic_long",rest_of_packaging_ldpe_biogenic_long,PRODUCT,kg,1.0,product,0.857,MK123,46.89201256385744,46.89201256385744,,,
1420,"Rest of packaging, from ldpe_biogenic_long",ldpe_biogenic_long,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,46.89201256385744,-46.89201256385744,,,
