,Product,Location,GHG,Biodiversity,Scenario,Year,Ammonia,Carbon monoxide,NMVOC,Nitrogen oxides,Particulates,Sulfur dioxide,Sulfur oxides
19,electricity_non_biomass,CAN,0.02662939980953813,0.0044645445873903915,scenRCP1p9,2050,2.9272964497309713e-06,5.8904072750131715e-05,2.4549725944020817e-05,6.583842006499113e-05,9.740726188445906e-06,9.991781728358613e-05,1.3998606515227513e-07
20,electricity_non_biomass,RUS,0.18046396097027503,0.01657049064527795,scenRCP1p9,2050,2.272539583913613e-05,0.0003952416953106037,0.0007502701629350538,0.0002869303675276524,5.512270787979341e-05,0.0001669457947163628,2.671394898002455e-07
21,electricity_non_biomass,SEAS,0.0814401609131398,0.018996945120389797,scenRCP1p9,2050,1.529332179528414e-05,0.00010161724774149567,0.0001931338268328291,0.00013340715315497405,1.1723946336922727e-05,8.607457736600099e-05,1.2796343442417992e-07
22,electricity_non_biomass,CHN,0.05986972731787075,0.00628454256981093,scenRCP1p9,2050,1.4968076842936688e-05,9.546570716125219e-05,0.00017104191683778942,0.00013451901130344572,1.1546382467958752e-05,8.646547538591278e-05,8.341983354135644e-08
23,electricity_non_biomass,NAF,0.08941916562997748,0.009745676085072083,scenRCP1p9,2050,2.058245219938023e-05,0.00012646641400044264,0.0002706429486826211,0.00016517380936907134,1.175434237694951e-05,9.370029388252972e-05,1.0782397582066078e-07
24,electricity_non_biomass,UKR,0.10952726302367333,0.012915155556199473,scenRCP1p9,2050,3.059666123748374e-05,0.00015790478119057764,0.00012457840690147857,0.0003996334188414075,7.438566409221695e-05,0.00025489184927439423,1.488149162849928e-07
25,electricity_non_biomass,WAF,0.02856530703808246,0.031224840279067977,scenRCP1p9,2050,4.455707185660876e-06,0.00010920811941221052,5.35278678459492e-05,6.428550873850495e-05,1.1271900107514993e-05,7.182360723175484e-05,1.9977809252016547e-07
26,electricity_non_biomass,World,0.06867643848897241,0.011529782693367867,scenRCP1p9,2050,1.505354814076073e-05,0.00011873192650881732,0.00018668599116486,0.00016267211536299383,1.8538807089122447e-05,0.0001180478968605432,9.876024178410468e-08
27,co2_feedstock_fossil,SL,0.0,0.0,scenRCP1p9,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,soybean_straw_lbdv,RSAF,0.16030611101670178,6.366808863451945,scenRCP1p9,2050,0.00044080196572073276,0.00013622817624325974,6.343505376092703e-05,0.0003373350375913099,1.4349930312468992e-05,0.00015429235893861003,2.086742251883856e-07
29,sorghum_straw_lbdv,EAF,0.0851543175355862,2.769842129394478,scenRCP1p9,2050,0.00030392070831760276,0.00011207275370515716,3.707079570742879e-05,0.0002533806431553359,1.0573691356547066e-05,3.5158356048278735e-05,1.2180098168467452e-07
30,agricultural_residue_lbdv,RW,0.0397507267646609,4.8463335208000515,scenRCP1p9,2050,0.00011494780822632707,8.101519081237115e-05,2.5041805679430563e-05,0.00014991881527049483,7.734237804866667e-06,2.3790143054254404e-05,8.775593090949206e-08
31,barley_straw,CA,0.2334082247186866,0.9473449711367078,scenRCP1p9,2050,0.0017527274217253935,0.00023519131064712049,0.00011130182019323821,0.0008803625323529006,2.37419472757004e-05,0.00023305383829086177,3.650933901964225e-07
32,barley_straw,AT,0.1690411621052753,2.2813976397802778,scenRCP1p9,2050,0.0018407190998619496,0.00015964362797687528,7.025310857461408e-05,0.0007226933105497809,1.4728741461533549e-05,7.958989360069778e-05,1.4095351195794922e-07
33,co2_feedstock_fossil,NA,0.0,0.0,scenRCP1p9,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,agricultural_residue_lbdv,MK,0.14642622537372407,1.61288647686456,scenRCP1p9,2050,0.0011165469458244515,0.00016636558224818106,7.991228689428357e-05,0.0005919802963060092,1.6826325383465998e-05,0.00016320407042961507,1.797533377862452e-07
35,agricultural_residue_lbdv,OCE,0.08649925349178592,1.2727812741444942,scenRCP1p9,2050,0.0005954280846288909,4.258097315731305e-05,2.4909367659974166e-05,0.00025341846604492747,3.912870629756774e-06,4.4449019900943775e-05,4.1131880932362235e-08
36,agricultural_residue,KH,0.16663408605543398,2.049335822083307,scenRCP1p9,2050,5.0581267832681945e-05,1.8624899001676254e-05,5.669285470419174e-06,3.392606857655867e-05,1.6912990045141388e-06,6.141907697461935e-06,6.658928154181762e-08
37,forest_residue_lbdv,SR,0.020302828765321638,1.0207846975003174,scenRCP1p9,2050,1.4682877070048664e-06,0.0005585777940038515,0.000171798208354307,9.937645105123912e-05,6.403225504184464e-06,1.7963783407181917e-05,2.6463931750536594e-08
38,forest_residue,CA,0.018362936912921072,0.2306434463005938,scenRCP1p9,2050,2.0080698111155867e-06,0.0006583484398691752,0.0002006861582827344,8.411524715979071e-05,6.128559433804294e-06,1.841296660263785e-05,2.1801351060287144e-08
39,wheat_straw,BO,0.09365001939905242,3.6495051323391166,scenRCP1p9,2050,0.00022568531809831474,0.0001979643282748948,6.0839235837730616e-05,0.00036484190854066943,1.8896497267933834e-05,5.8881890501717295e-05,1.7981382658617902e-07
40,forest_residue_lbdv,GB,0.012509555684146053,3.6911487001274748,scenRCP1p9,2050,1.3361665780604376e-06,0.00041636909882326374,0.00012774936810650432,5.961254476653605e-05,4.680651905042165e-06,1.2728984256194074e-05,1.5502366546463014e-08
41,maize_grain,MR,0.31169940445031225,1.0049975459608818,scenRCP1p9,2050,0.0011390765183818998,0.0006574613237506421,0.0002087364012613578,0.0012661782351189197,6.279375540978489e-05,0.00020044561404644672,6.915648350470767e-07
42,co2_feedstock_fossil,CR,0.0,0.0,scenRCP1p9,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,barley_straw,AR,0.08989058860673955,1.4149969050743596,scenRCP1p9,2050,0.0005530312771009407,8.658159329505186e-05,4.901441089598594e-05,0.00031154828000013563,9.148992763380248e-06,0.00012872638408161538,1.4840990271073124e-07
44,forest_residue_lbdv,RCAM,0.010403017631577458,4.597753001788063,scenRCP1p9,2050,1.4358300304146103e-06,0.00042397170647301056,0.00012983194198658505,4.4990370870375746e-05,4.134767553152621e-06,1.1010524290992326e-05,1.3838071946212775e-08
45,maize_stover,CU,0.18205971660594517,34.89818627479304,scenRCP1p9,2050,0.0006783966442651276,0.000395364612021985,0.00012940866979269458,0.0007614722088407136,3.788664973841603e-05,0.00013064581263596626,4.176090604193947e-07
